Q0,Qx,Qy,Qz,Tx,Ty,Tz,Q0,Qx,Qy,Qz,Tx,Ty,Tz
0.8723034,-0.1276224,0.1045274,0.460297,1.895,2.895,-289.997,0.65509,-0.3081083,-0.329432,-0.606136,11.361,87.486,-193.377
0.8732337,-0.1278269,0.1041953,0.4585483,1.907,2.94,-289.961,0.6543527,-0.3079687,-0.3299117,-0.6067423,11.39,87.648,-193.54
0.8725485,-0.1282895,0.1041055,0.4597423,2.056,2.862,-290.005,0.6542436,-0.3087487,-0.330155,-0.6063309,11.417,87.653,-193.597
0.8735954,-0.1288536,0.1039361,0.4576298,2.048,2.836,-290.041,0.6545144,-0.3093207,-0.3305581,-0.6055271,11.574,87.729,-193.85
0.8746729,-0.1294253,0.1040632,0.455376,1.943,2.798,-290.025,0.6527452,-0.3088151,-0.3318,-0.6070138,11.698,87.809,-193.971
0.873711,-0.1291512,0.1043304,0.4572354,1.902,2.837,-289.972,0.6522773,-0.3089178,-0.3323255,-0.607177,11.694,87.868,-193.967
0.8735295,-0.1290669,0.1041529,0.4576463,1.95,2.908,-289.945,0.6522199,-0.3092472,-0.3324556,-0.6069997,11.653,87.945,-193.965
0.8732389,-0.1290328,0.1041757,0.458205,2,2.936,-289.977,0.6511936,-0.309181,-0.3331431,-0.6077579,11.674,88.027,-194.072
0.8734971,-0.1294029,0.1041646,0.4576106,2.025,2.918,-290.026,0.6503512,-0.3095701,-0.3336926,-0.6081602,11.708,88.054,-194.142
0.8745716,-0.1300042,0.1038161,0.455462,2.054,2.912,-290.091,0.6503523,-0.3100302,-0.3340275,-0.6077407,11.797,88.124,-194.292
0.8739875,-0.1295896,0.1039962,0.4566588,2.012,3.024,-290.103,0.6495167,-0.30977,-0.3349474,-0.6082605,11.855,88.188,-194.409
0.8744815,-0.1293056,0.1037343,0.4558523,1.982,3.166,-290.087,0.6492774,-0.3100674,-0.3353321,-0.6081525,11.872,88.248,-194.437
0.8747523,-0.1290165,0.1035673,0.4554524,1.952,3.284,-290.042,0.6477605,-0.3099827,-0.3365164,-0.6091583,11.908,88.238,-194.602
0.8755532,-0.1288825,0.1033399,0.4540008,1.902,3.379,-289.985,0.6478014,-0.3103036,-0.3365179,-0.6089504,11.895,88.358,-194.613
0.8757999,-0.1289757,0.1033394,0.4534984,1.9,3.376,-290.012,0.6467648,-0.310417,-0.3374206,-0.6094948,11.983,88.384,-194.784
0.8754659,-0.1288987,0.1037235,0.454077,1.869,3.394,-290.102,0.6468995,-0.3109009,-0.3372659,-0.6091908,11.831,88.473,-194.715
0.8758389,-0.1292543,0.103919,0.4532111,1.811,3.357,-290.123,0.6466477,-0.3112341,-0.3378153,-0.6089835,11.936,88.545,-194.821
0.875965,-0.129189,0.1041924,0.4529232,1.703,3.406,-290.212,0.6471246,-0.3119831,-0.337767,-0.6081198,11.818,88.574,-194.826
0.8760839,-0.1291486,0.1039956,0.4527499,1.722,3.465,-290.205,0.6462456,-0.3122082,-0.3383826,-0.6085966,11.853,88.595,-194.92
0.8754024,-0.1290783,0.1041069,0.4540608,1.761,3.474,-290.121,0.6447772,-0.3116264,-0.3395161,-0.6098198,11.863,88.673,-194.996
0.8750655,-0.1291999,0.1041325,0.4546693,1.811,3.478,-290.047,0.6431985,-0.3111943,-0.3405652,-0.6111213,12,88.781,-195.095
0.8747618,-0.1293209,0.1043711,0.4551643,1.818,3.467,-290.126,0.6427985,-0.3114437,-0.3410994,-0.6111171,11.923,88.813,-195.23
0.8735361,-0.1291945,0.1054755,0.4572947,1.664,3.4,-290.266,0.6430031,-0.3117715,-0.3410623,-0.6107553,11.809,88.977,-195.269
0.8740487,-0.1294407,0.1054517,0.4562499,1.641,3.41,-290.401,0.6429364,-0.3120559,-0.3414772,-0.6104484,11.796,89.043,-195.398
0.8744654,-0.1299184,0.1051138,0.4553927,1.726,3.408,-290.367,0.6435646,-0.3128461,-0.341346,-0.6094545,11.809,89.141,-195.456
0.8752508,-0.1301036,0.1047901,0.4539032,1.744,3.47,-290.325,0.6426234,-0.3129039,-0.3422052,-0.609936,11.835,89.142,-195.521
0.8749168,-0.1302107,0.1047698,0.4545207,1.805,3.473,-290.288,0.6428427,-0.3134306,-0.34221,-0.6094315,11.744,89.23,-195.538
0.874041,-0.129816,0.1050938,0.4562406,1.798,3.533,-290.29,0.6424603,-0.3134455,-0.3425303,-0.6096472,11.766,89.394,-195.714
0.8743977,-0.129794,0.1053352,0.4555071,1.712,3.571,-290.338,0.6416479,-0.3135136,-0.343298,-0.6100358,11.819,89.445,-195.816
0.8739622,-0.1297567,0.1055536,0.4563022,1.674,3.592,-290.364,0.6411915,-0.3132024,-0.344004,-0.6102778,11.933,89.581,-195.928
0.8747234,-0.1302738,0.1055502,0.4546942,1.63,3.544,-290.453,0.639924,-0.3130333,-0.3452287,-0.611003,12.07,89.585,-196.079
0.8750411,-0.1304468,0.1051108,0.4541348,1.714,3.592,-290.475,0.6398656,-0.3132969,-0.3456349,-0.6106993,12.114,89.641,-196.203
0.8760481,-0.1307721,0.1047056,0.4521892,1.743,3.62,-290.379,0.6389433,-0.3135146,-0.346406,-0.6111161,12.186,89.663,-196.311
0.8744429,-0.1304748,0.1053482,0.4552226,1.756,3.603,-290.293,0.6385824,-0.3139485,-0.3464975,-0.6112187,11.977,89.72,-196.251
0.8754664,-0.1305966,0.1053913,0.4532061,1.643,3.646,-290.308,0.638824,-0.3143976,-0.3466141,-0.610669,12.031,89.853,-196.384
0.8758528,-0.1313087,0.1051177,0.4523164,1.689,3.571,-290.354,0.6370286,-0.313046,-0.3484458,-0.6121946,12.244,89.944,-196.553
0.8767268,-0.1315531,0.1049769,0.4505816,1.626,3.621,-290.497,0.6359815,-0.3126536,-0.3494745,-0.6128971,12.456,90.1,-196.758
0.8758392,-0.1314827,0.1050409,0.4523102,1.697,3.64,-290.512,0.6356629,-0.3126091,-0.3501167,-0.6128838,12.517,90.198,-196.898
0.8761961,-0.1317198,0.1052286,0.4515055,1.664,3.603,-290.547,0.6356771,-0.3133996,-0.3497741,-0.6126609,12.262,90.266,-196.788
0.8754591,-0.1316511,0.105487,0.4528927,1.691,3.58,-290.558,0.635128,-0.3131423,-0.3503282,-0.6130452,12.245,90.393,-196.842
0.8753054,-0.1314551,0.1057759,0.4531793,1.647,3.622,-290.56,0.6350114,-0.3135715,-0.350607,-0.6127872,12.264,90.471,-196.882
0.8754493,-0.1317278,0.1058638,0.4528015,1.637,3.596,-290.589,0.6346154,-0.3132764,-0.3511981,-0.6130099,12.279,90.648,-197.073
0.876239,-0.1322519,0.105499,0.4512036,1.675,3.58,-290.602,0.6353883,-0.3142253,-0.3512945,-0.6116668,12.353,90.667,-197.1
0.8760825,-0.1322603,0.1055361,0.4514961,1.662,3.618,-290.62,0.6345257,-0.3139176,-0.3520263,-0.6122993,12.432,90.783,-197.209
0.8758132,-0.1323351,0.1057054,0.4519569,1.642,3.636,-290.678,0.6338888,-0.3143317,-0.3526566,-0.6123838,12.327,90.765,-197.27
0.8750923,-0.1321711,0.1061706,0.4532903,1.611,3.642,-290.678,0.6350436,-0.3150654,-0.3522331,-0.6110525,12.324,90.958,-197.367
0.8752698,-0.1321013,0.1061962,0.4529617,1.617,3.672,-290.624,0.6345416,-0.3150995,-0.3526176,-0.6113347,12.331,91.098,-197.437
0.8760865,-0.1323766,0.1059651,0.4513538,1.628,3.67,-290.537,0.6335561,-0.314699,-0.3532814,-0.6121793,12.378,91.281,-197.613
0.877669,-0.1333156,0.1053454,0.4481366,1.68,3.619,-290.508,0.6334879,-0.3148847,-0.3536385,-0.6119482,12.363,91.401,-197.637
0.87276,-0.1334653,0.1074947,0.4570797,1.879,3.353,-290.755,0.6323861,-0.3145609,-0.3549219,-0.6125109,12.571,91.428,-197.843
0.8721104,-0.1336228,0.1077513,0.4582118,1.891,3.338,-290.789,0.6309581,-0.3142421,-0.3559345,-0.6135588,12.583,91.507,-197.945
0.8722959,-0.1337174,0.107718,0.4578387,1.893,3.358,-290.796,0.6314295,-0.314903,-0.3556712,-0.6128874,12.531,91.656,-198.027
0.8714847,-0.1335034,0.1080912,0.4593556,1.905,3.366,-290.804,0.6308605,-0.3149526,-0.3559297,-0.6132976,12.449,91.798,-198.068
0.8723094,-0.1337636,0.1080825,0.4577136,1.871,3.342,-290.816,0.6311539,-0.3153088,-0.3559797,-0.6127834,12.463,91.903,-198.032
0.870778,-0.1331793,0.1086451,0.4606574,1.853,3.384,-290.923,0.6313037,-0.3158805,-0.3562321,-0.6121877,12.465,91.969,-198.101
0.871205,-0.133828,0.1084995,0.4596952,1.907,3.293,-290.971,0.6305232,-0.3154887,-0.3573844,-0.6125224,12.674,92.07,-198.318
0.8716067,-0.134254,0.108348,0.4588445,1.933,3.255,-290.984,0.6296853,-0.3154269,-0.3583207,-0.6128691,12.796,92.136,-198.472
0.8699901,-0.1338754,0.1089232,0.4618769,1.902,3.264,-291.02,0.629803,-0.315581,-0.3581223,-0.6127848,12.642,92.333,-198.441
0.8710687,-0.1342449,0.108396,0.4598563,1.962,3.286,-290.991,0.629616,-0.3161083,-0.358422,-0.61253,12.57,92.355,-198.441
0.8727036,-0.1347093,0.1079267,0.4567206,1.957,3.292,-290.955,0.6299858,-0.3164491,-0.35837,-0.6120039,12.583,92.525,-198.475
0.8712907,-0.1344863,0.1083906,0.4593663,2,3.27,-290.949,0.629417,-0.3167855,-0.3589547,-0.6120725,12.645,92.574,-198.624
0.8709256,-0.134681,0.1087236,0.4599226,2.002,3.228,-290.993,0.629321,-0.3170183,-0.359184,-0.6119162,12.621,92.706,-198.705
0.8706979,-0.1349314,0.1087819,0.4602663,2.002,3.186,-290.988,0.6291771,-0.3172565,-0.3596941,-0.6116409,12.696,92.773,-198.794
0.8710501,-0.1353817,0.108425,0.4595514,2.061,3.166,-290.943,0.6286461,-0.3173594,-0.3603913,-0.6117232,12.799,92.83,-198.87
0.8704014,-0.1351211,0.1087018,0.4607902,2.018,3.174,-290.939,0.6290712,-0.3177835,-0.3603007,-0.611119,12.799,93.004,-198.88
0.8697646,-0.135304,0.1091473,0.4618326,2.014,3.089,-290.914,0.6273615,-0.3170057,-0.3612123,-0.6127402,12.793,93.145,-198.891
0.8694105,-0.1352212,0.1093638,0.4624719,2.008,3.126,-290.952,0.6269601,-0.3173159,-0.3617831,-0.6126538,12.836,93.178,-198.97
0.8706994,-0.1359595,0.1090663,0.4598937,2.032,3.079,-290.928,0.6268105,-0.3174377,-0.3619255,-0.6126596,12.824,93.364,-199.055
0.8693939,-0.1358388,0.1097807,0.4622232,1.997,3.037,-290.964,0.6270978,-0.3180915,-0.3621758,-0.6118781,12.803,93.409,-199.083
0.8694304,-0.1363827,0.1097594,0.4619994,2.041,2.957,-290.972,0.626606,-0.3182836,-0.3626519,-0.612,12.933,93.516,-199.18
0.8701375,-0.1366717,0.1097292,0.4605878,1.995,2.926,-290.995,0.626383,-0.3182019,-0.3631447,-0.6119786,13.01,93.669,-199.298
0.8705068,-0.1367313,0.1094358,0.4599416,2.047,2.955,-290.936,0.6257533,-0.3182837,-0.3637072,-0.6122462,13.124,93.781,-199.329
0.8699486,-0.1367632,0.1095748,0.460954,2.092,2.933,-290.826,0.624611,-0.3182612,-0.3644613,-0.6129755,13.159,93.862,-199.485
0.8697599,-0.1369308,0.1097986,0.461207,2.109,2.908,-290.808,0.6240817,-0.3183627,-0.3650406,-0.6131172,13.253,93.946,-199.609
0.8708117,-0.1375843,0.1096668,0.4590541,2.109,2.865,-290.824,0.6236891,-0.3185309,-0.365516,-0.6131461,13.222,94.019,-199.648
0.8708134,-0.1375204,0.1095001,0.4591099,2.126,2.922,-290.871,0.6223301,-0.3178086,-0.3666626,-0.6142161,13.364,94.146,-199.744
0.8719595,-0.1381421,0.1090714,0.4568444,2.165,2.863,-290.827,0.6219919,-0.3181802,-0.3668836,-0.6142344,13.458,94.302,-199.884
0.8717217,-0.1381365,0.1088888,0.4573431,2.245,2.873,-290.729,0.6222523,-0.3187459,-0.3671818,-0.6134987,13.688,94.401,-200.009
0.871837,-0.138304,0.1088471,0.4570827,2.272,2.86,-290.712,0.6204335,-0.3181845,-0.3683545,-0.6149275,13.777,94.477,-200.077
0.8718287,-0.1385273,0.1087404,0.4570562,2.317,2.862,-290.731,0.6198658,-0.3182567,-0.3686242,-0.615301,13.695,94.581,-200.077
0.8713992,-0.1388747,0.1089389,0.4577221,2.342,2.798,-290.798,0.6196892,-0.3184867,-0.3689471,-0.6151663,13.703,94.725,-200.252
0.8714809,-0.1392235,0.1089553,0.4574567,2.346,2.766,-290.808,0.6188052,-0.3183787,-0.3696609,-0.6156833,13.699,94.814,-200.267
0.871125,-0.1392586,0.1091725,0.4580716,2.313,2.763,-290.915,0.6197208,-0.3195812,-0.3695051,-0.6142311,13.875,94.852,-200.274
0.8712818,-0.1394078,0.1090775,0.4577505,2.328,2.771,-290.884,0.6182642,-0.3191496,-0.3702345,-0.615483,13.85,94.971,-200.233
0.8714877,-0.1395847,0.1091114,0.4572965,2.331,2.753,-290.847,0.6184408,-0.3197679,-0.3703047,-0.6149422,13.727,95.029,-200.26
0.8719705,-0.1392968,0.1091831,0.4564459,2.271,2.849,-290.869,0.6174545,-0.3197207,-0.370865,-0.6156198,13.77,95.121,-200.344
0.87215,-0.1396699,0.1094697,0.4559201,2.24,2.786,-290.852,0.6172813,-0.3202594,-0.3712011,-0.6153109,13.807,95.178,-200.476
0.8723239,-0.1401298,0.1091149,0.4555312,2.324,2.78,-290.908,0.6171371,-0.3204848,-0.3716642,-0.6150586,13.982,95.322,-200.656
0.8721505,-0.140621,0.1091131,0.4557122,2.374,2.704,-290.867,0.6156618,-0.3199443,-0.372922,-0.6160564,13.995,95.367,-200.758
0.87206,-0.1406981,0.1091057,0.4558633,2.396,2.7,-290.823,0.6160846,-0.320713,-0.3728091,-0.6153018,14.045,95.438,-200.817
0.8722007,-0.1405435,0.1093386,0.4555859,2.338,2.728,-290.739,0.6149519,-0.3205488,-0.3731654,-0.6163037,13.881,95.583,-200.734
0.872656,-0.1402,0.1093912,0.4548065,2.276,2.826,-290.707,0.6149341,-0.32137,-0.3734646,-0.6157123,13.929,95.576,-200.741
0.8728583,-0.1401745,0.109187,0.4544753,2.308,2.888,-290.674,0.6133518,-0.3207988,-0.3744307,-0.6170003,13.951,95.709,-200.888
0.87119,-0.1403696,0.1096524,0.4574939,2.381,2.786,-290.627,0.6129956,-0.3210342,-0.3748612,-0.6169704,14.013,95.755,-200.956
0.8703838,-0.1405657,0.1096961,0.4589555,2.472,2.753,-290.634,0.6131416,-0.3217658,-0.3748023,-0.6164798,13.987,95.835,-200.948
0.8702427,-0.1408802,0.1096144,0.459146,2.497,2.721,-290.62,0.6130788,-0.3222528,-0.3751238,-0.6160922,14.002,95.877,-200.923
0.8700791,-0.1409635,0.1092908,0.4595075,2.585,2.754,-290.588,0.612552,-0.3226294,-0.3755427,-0.6161639,14.026,95.939,-201.04
0.8698439,-0.1407996,0.1096358,0.4599207,2.531,2.779,-290.547,0.6109648,-0.3224905,-0.3763429,-0.6173232,14.061,96.023,-201.204
0.8702381,-0.140744,0.1095073,0.4592221,2.544,2.836,-290.556,0.6104849,-0.3225074,-0.3767574,-0.6175362,14.069,96.122,-201.232
0.8700419,-0.1407821,0.1094217,0.4596025,2.593,2.863,-290.531,0.6103475,-0.3231105,-0.376827,-0.6173144,13.92,96.165,-201.126
0.8687696,-0.1407613,0.1095929,0.4619687,2.673,2.843,-290.551,0.6103969,-0.323883,-0.3772908,-0.6165769,14.057,96.118,-201.222
0.8697998,-0.1412857,0.1092693,0.4599423,2.659,2.841,-290.539,0.6094055,-0.323685,-0.3781043,-0.6171629,14.183,96.206,-201.348
0.8691811,-0.1412328,0.1095984,0.4610485,2.64,2.847,-290.529,0.6090432,-0.3240124,-0.3785096,-0.6171003,14.058,96.26,-201.41
0.8690815,-0.1409063,0.1096101,0.4613332,2.662,2.946,-290.489,0.6074324,-0.3236945,-0.3795779,-0.6181977,14.244,96.352,-201.582
0.8700534,-0.1408207,0.1088946,0.459694,2.737,3.086,-290.503,0.6076876,-0.3244087,-0.3793071,-0.6177386,14.114,96.424,-201.476
0.8704943,-0.1411333,0.1086868,0.4588118,2.794,3.08,-290.51,0.6070568,-0.3243409,-0.3798958,-0.6180325,14.173,96.506,-201.556
0.8710973,-0.1411362,0.108637,0.4576769,2.737,3.14,-290.567,0.6066921,-0.3247454,-0.3803736,-0.6178844,14.089,96.503,-201.58
0.8705669,-0.1411481,0.1091535,0.4585586,2.655,3.115,-290.588,0.6062867,-0.3250165,-0.3810049,-0.6177507,14.338,96.585,-201.771
0.8706886,-0.1414812,0.109238,0.4582047,2.629,3.089,-290.544,0.6055475,-0.3250789,-0.3813546,-0.618227,14.219,96.68,-201.732
0.8707279,-0.1416194,0.109413,0.4580455,2.605,3.087,-290.526,0.6046271,-0.3250485,-0.3822105,-0.6186151,14.251,96.678,-201.836
0.8714905,-0.1418113,0.1091363,0.4565996,2.616,3.13,-290.509,0.6047447,-0.3259093,-0.3819917,-0.6181823,14.076,96.723,-201.782
0.8722674,-0.1421961,0.1087403,0.4550884,2.677,3.146,-290.486,0.6059636,-0.3262638,-0.3811386,-0.6173277,14.225,96.797,-201.788
0.8725475,-0.1424896,0.1086995,0.4544689,2.701,3.135,-290.558,0.6044123,-0.3268723,-0.382498,-0.6176856,14.208,96.895,-202.022
0.8720459,-0.1428744,0.1089845,0.4552419,2.719,3.071,-290.562,0.6041014,-0.3274054,-0.3826759,-0.6175972,14.071,96.958,-202.125
0.8726709,-0.1431709,0.1091358,0.4539129,2.618,3.069,-290.582,0.6033253,-0.327312,-0.383273,-0.618035,14.065,97.045,-202.178
0.8724825,-0.1428657,0.1092997,0.4543317,2.536,3.16,-290.52,0.6027747,-0.3276825,-0.3839453,-0.6179587,14.118,97.011,-202.118
0.8726726,-0.1427056,0.1092061,0.4540393,2.535,3.247,-290.421,0.6015244,-0.3273785,-0.3850042,-0.6186788,14.217,97.028,-202.21
0.872114,-0.1428497,0.1089661,0.4551236,2.687,3.265,-290.419,0.6015374,-0.3277643,-0.3848067,-0.6185848,14.082,97.18,-202.234
0.8721506,-0.1430392,0.1089881,0.4549887,2.722,3.271,-290.486,0.602011,-0.3288066,-0.384902,-0.6175107,14.15,97.176,-202.434
0.8724254,-0.1431025,0.1087648,0.4544951,2.755,3.339,-290.526,0.6010088,-0.3288383,-0.3853912,-0.6181645,13.977,97.222,-202.387
0.8732094,-0.143355,0.1084752,0.4529766,2.745,3.386,-290.503,0.6009297,-0.3291773,-0.3859588,-0.6177067,14.006,97.215,-202.456
0.8730089,-0.1426356,0.1084039,0.4536068,2.698,3.583,-290.468,0.5994124,-0.3276549,-0.3866605,-0.6195487,13.927,97.312,-202.256
0.8716954,-0.14207,0.1089391,0.4561748,2.634,3.644,-290.405,0.5995097,-0.3282355,-0.3866776,-0.6191365,13.892,97.374,-202.29
0.8723426,-0.1422578,0.1086511,0.4549461,2.661,3.661,-290.376,0.6002539,-0.3295952,-0.3864063,-0.6178612,13.825,97.386,-202.329
0.8714986,-0.1422985,0.1088831,0.456493,2.714,3.639,-290.335,0.5988875,-0.3291105,-0.3874676,-0.6187801,13.807,97.422,-202.387
0.8719478,-0.1426401,0.1091571,0.4554619,2.647,3.597,-290.468,0.5991877,-0.3297813,-0.3873813,-0.6181862,13.727,97.47,-202.389
0.8716654,-0.1425057,0.109592,0.4559398,2.548,3.628,-290.602,0.5993017,-0.330359,-0.3874173,-0.6177445,13.608,97.503,-202.385
0.8721057,-0.1426096,0.1095373,0.4550778,2.505,3.673,-290.609,0.5985777,-0.3305487,-0.3881391,-0.6178919,13.542,97.51,-202.403
0.8717719,-0.1424392,0.1094214,0.4557981,2.538,3.744,-290.552,0.5982415,-0.3307956,-0.3885294,-0.61784,13.49,97.545,-202.413
0.8719775,-0.1424931,0.1093142,0.4554134,2.556,3.795,-290.512,0.5986606,-0.331744,-0.3884098,-0.6170002,13.432,97.583,-202.412
0.8713732,-0.1424944,0.109523,0.4565181,2.589,3.801,-290.454,0.5980847,-0.3328301,-0.3894903,-0.6162923,13.688,97.577,-202.977
0.8714019,-0.1426639,0.1099682,0.4563033,2.504,3.782,-290.552,0.5981637,-0.3330206,-0.3894287,-0.6161516,13.397,97.72,-202.878
0.8721672,-0.1428003,0.1101329,0.4547562,2.395,3.809,-290.673,0.5991937,-0.333923,-0.3890274,-0.6149146,13.299,97.826,-202.967
0.8719654,-0.142889,0.1105515,0.4550137,2.314,3.803,-290.812,0.5987581,-0.3340876,-0.3894253,-0.6149977,13.307,97.914,-203.01
0.8712726,-0.1426716,0.1107116,0.4563681,2.337,3.867,-290.778,0.597575,-0.3338732,-0.3907567,-0.6154202,13.396,97.864,-203.209
0.8712264,-0.1428431,0.1103841,0.4564819,2.446,3.908,-290.704,0.5981903,-0.3350791,-0.390669,-0.6142215,13.348,97.831,-203.263
0.8709136,-0.1428101,0.1103213,0.4571039,2.501,3.957,-290.647,0.5980272,-0.3350771,-0.3909179,-0.6142231,13.376,97.993,-203.394
0.8715461,-0.1427678,0.1102596,0.455925,2.461,4.028,-290.679,0.5979099,-0.3356276,-0.3911452,-0.6138918,13.271,98.056,-203.523
0.8709316,-0.1426238,0.1109416,0.4569776,2.35,4.032,-290.71,0.5971275,-0.3352971,-0.3919368,-0.614329,13.25,98.125,-203.57
0.8708487,-0.1428013,0.1111186,0.4570372,2.305,4.02,-290.752,0.5968607,-0.3353629,-0.3924764,-0.6142079,13.305,98.218,-203.738
0.870837,-0.1431283,0.1108766,0.4570159,2.363,4.027,-290.802,0.5968845,-0.3355181,-0.3927989,-0.6138937,13.311,98.319,-203.834
0.8719638,-0.1438909,0.110313,0.4547588,2.443,3.99,-290.793,0.5958905,-0.3352677,-0.3937654,-0.6143768,13.418,98.387,-203.96
0.8722752,-0.1440529,0.1101,0.4541616,2.495,4.022,-290.77,0.5965087,-0.3362444,-0.3933728,-0.6134941,13.117,98.402,-203.805
0.8718446,-0.1438927,0.110339,0.4549804,2.476,4.06,-290.696,0.5967978,-0.3373207,-0.3932572,-0.6126956,13.165,98.439,-203.886
0.8713858,-0.1439007,0.1107205,0.4557635,2.426,4.049,-290.708,0.5960805,-0.3369317,-0.3943593,-0.6128995,13.297,98.477,-204.027
0.8723499,-0.1444796,0.1102895,0.4538364,2.445,4.05,-290.772,0.5951021,-0.3362814,-0.3951514,-0.6136967,13.341,98.658,-204.098
0.8727462,-0.1446244,0.1102551,0.453036,2.405,4.081,-290.9,0.5956074,-0.336858,-0.3952434,-0.6128304,13.341,98.734,-204.202
0.8728133,-0.1446839,0.1101473,0.4529139,2.432,4.119,-291.028,0.5946705,-0.3368006,-0.3958898,-0.6133544,13.383,98.843,-204.349
0.8721079,-0.144358,0.1106663,0.4542483,2.379,4.133,-291.038,0.5954194,-0.3375274,-0.3956751,-0.6123661,13.223,98.92,-204.369
0.8722708,-0.1443823,0.1109653,0.4538548,2.319,4.125,-291.049,0.5948006,-0.3375538,-0.3961629,-0.6126374,13.122,98.969,-204.313
0.8722339,-0.1442689,0.1110842,0.4539326,2.3,4.17,-291.043,0.5953521,-0.3383168,-0.3962246,-0.6116401,13.069,98.987,-204.345
0.8715059,-0.1441452,0.1115464,0.4552549,2.266,4.168,-291.073,0.5945762,-0.338018,-0.3971394,-0.6119668,13.165,99.059,-204.424
0.8719743,-0.1444602,0.1115945,0.4542452,2.209,4.151,-291.159,0.5945162,-0.3378651,-0.3973181,-0.6119935,13.111,99.294,-204.517
0.8717468,-0.1445097,0.1115807,0.4546693,2.237,4.179,-291.185,0.5950792,-0.3389355,-0.3974246,-0.610784,13.243,99.321,-204.697
0.87152,-0.1444964,0.1119044,0.4550287,2.172,4.189,-291.229,0.5933788,-0.3380853,-0.3988399,-0.6119859,13.404,99.419,-204.926
0.871234,-0.1444826,0.1123153,0.4554793,2.132,4.165,-291.229,0.5937376,-0.3386122,-0.398825,-0.611356,13.353,99.516,-204.953
0.8722947,-0.1447627,0.1122258,0.4533774,2.083,4.155,-291.162,0.5942266,-0.3391446,-0.3985294,-0.6107781,13.22,99.688,-204.975
0.8722824,-0.1448469,0.1122307,0.4533729,2.09,4.153,-291.147,0.5930578,-0.3385652,-0.3994535,-0.6116315,13.357,99.846,-205.172
0.87204,-0.1450794,0.1121347,0.4537885,2.156,4.133,-291.181,0.5930037,-0.3389694,-0.3998986,-0.611169,13.404,99.866,-205.21
0.8717506,-0.1454347,0.112349,0.4541776,2.129,4.085,-291.256,0.5928872,-0.3394421,-0.4003248,-0.6107404,13.417,99.92,-205.357
0.871784,-0.1459683,0.1122882,0.4539573,2.168,4.015,-291.295,0.5923168,-0.3392131,-0.4009818,-0.6109901,13.519,100.072,-205.518
0.8720834,-0.1458985,0.1122773,0.453407,2.142,4.071,-291.309,0.5921935,-0.3395477,-0.4012678,-0.610736,13.468,100.177,-205.592
0.8714419,-0.1457377,0.1125893,0.4546132,2.153,4.06,-291.286,0.5916499,-0.3391406,-0.4017578,-0.6111667,13.581,100.399,-205.71
0.8718401,-0.1460556,0.1125254,0.4537627,2.18,4.023,-291.308,0.592398,-0.3404004,-0.4014814,-0.6099221,13.427,100.419,-205.79
0.8718745,-0.1462679,0.1124943,0.453636,2.213,3.998,-291.366,0.5926516,-0.3407251,-0.4015938,-0.6094201,13.465,100.558,-205.832
0.8716149,-0.1465003,0.1123762,0.4540888,2.283,3.975,-291.441,0.5921905,-0.3405269,-0.4022774,-0.6095284,13.546,100.707,-205.941
0.872326,-0.1466909,0.1120817,0.4527327,2.283,4.027,-291.519,0.5922471,-0.3408023,-0.4024055,-0.6092347,13.545,100.825,-205.924
0.872155,-0.146868,0.1122152,0.4529715,2.277,4.001,-291.49,0.590906,-0.3405625,-0.4035497,-0.6099139,13.763,100.839,-206.125
0.8724584,-0.1473269,0.1119554,0.4523019,2.349,3.954,-291.409,0.5908682,-0.3406814,-0.4038087,-0.6097126,13.75,100.967,-206.085
0.8720827,-0.1476027,0.1121554,0.4528868,2.387,3.865,-291.343,0.5911862,-0.3415277,-0.4037324,-0.608981,13.7,101.04,-206.171
0.8740242,-0.148289,0.1116842,0.4490198,2.378,3.845,-291.367,0.5905876,-0.3410372,-0.4041775,-0.6095412,13.698,101.259,-206.209
0.8742808,-0.1484867,0.1117548,0.4484369,2.365,3.831,-291.369,0.5906443,-0.3416399,-0.4045783,-0.6088825,13.798,101.278,-206.31
0.8738838,-0.1486455,0.1121194,0.4490666,2.3,3.779,-291.402,0.590971,-0.3419992,-0.4046745,-0.6082996,13.775,101.423,-206.388
0.8737812,-0.1488935,0.1119759,0.4492199,2.327,3.737,-291.382,0.5898193,-0.3417037,-0.4056452,-0.6089366,13.835,101.486,-206.448
0.8736151,-0.1488584,0.1121597,0.4495087,2.297,3.722,-291.401,0.5892722,-0.3416745,-0.4061253,-0.6091625,13.864,101.589,-206.439
0.8729739,-0.1490133,0.1126247,0.4505856,2.295,3.654,-291.364,0.589802,-0.3423466,-0.4057943,-0.6084927,13.928,101.804,-206.542
0.8728356,-0.1491411,0.1129786,0.4507226,2.256,3.619,-291.416,0.5897878,-0.3426475,-0.4059688,-0.6082207,13.941,101.987,-206.77
0.8732621,-0.1494624,0.1130274,0.4497768,2.241,3.603,-291.461,0.589379,-0.3428587,-0.4064958,-0.6081459,13.924,102.006,-206.725
0.8732216,-0.1496468,0.1132591,0.4497357,2.203,3.575,-291.523,0.5890865,-0.3429184,-0.4068873,-0.6081339,13.953,102.1,-206.714
0.8727825,-0.1496805,0.1137854,0.4504435,2.137,3.528,-291.556,0.5890919,-0.3432112,-0.4071638,-0.6077783,14.022,102.211,-206.73
