Q0,Qx,Qy,Qz,Tx,Ty,Tz,Q0,Qx,Qy,Qz,Tx,Ty,Tz
0.8625405,-0.0315641,0.0697525,0.5001621,-0.771,0.695,-288.201,0.721987,-0.0013237,-0.0336479,-0.6910867,8.884,9.532,-161.875
0.8628237,-0.0315749,0.0701183,0.4996216,-0.83,0.709,-288.223,0.7217946,-0.0016635,-0.0339451,-0.6912724,8.89,9.624,-161.899
0.8631901,-0.0317814,0.0701798,0.4989665,-0.822,0.741,-288.219,0.7215434,-0.0020354,-0.0342353,-0.6915193,8.888,9.72,-161.869
0.8633918,-0.032115,0.0703229,0.4985759,-0.823,0.708,-288.194,0.7215264,-0.0022024,-0.0345964,-0.6915186,8.899,9.821,-161.865
0.8623259,-0.0322323,0.0709662,0.5003189,-0.9,0.63,-288.294,0.7211416,-0.0025284,-0.0350885,-0.691894,8.919,9.905,-161.838
0.862338,-0.0325439,0.0710565,0.5002649,-0.889,0.581,-288.359,0.7211605,-0.0028265,-0.0354667,-0.6918538,8.933,9.991,-161.839
0.8629517,-0.0324724,0.0711497,0.4991969,-0.933,0.616,-288.321,0.7209059,-0.0030321,-0.0359235,-0.6920946,8.947,10.09,-161.807
0.8631711,-0.0326393,0.0707457,0.4988641,-0.834,0.627,-288.211,0.7204765,-0.003098,-0.0361825,-0.6925279,8.967,10.203,-161.779
0.8618045,-0.032964,0.0708104,0.5011908,-0.753,0.569,-288.228,0.720319,-0.0033179,-0.0365927,-0.6926691,9,10.306,-161.75
0.8626444,-0.033573,0.0707846,0.499707,-0.698,0.535,-288.241,0.7199661,-0.0036341,-0.036994,-0.693013,9.009,10.402,-161.741
0.8635128,-0.0338501,0.0708411,0.4981781,-0.724,0.536,-288.275,0.7200978,-0.003919,-0.0373704,-0.6928545,9.012,10.5,-161.742
0.8619299,-0.0337905,0.0711436,0.5008729,-0.76,0.489,-288.31,0.7197706,-0.0041525,-0.0378109,-0.6931691,9.028,10.597,-161.729
0.8625605,-0.0340288,0.0712196,0.4997592,-0.764,0.425,-288.237,0.7195837,-0.0045653,-0.0382204,-0.693338,9.028,10.671,-161.735
0.8625773,-0.0338498,0.071271,0.499735,-0.801,0.454,-288.174,0.7195528,-0.0049199,-0.0386497,-0.6933439,9.028,10.767,-161.729
0.8628002,-0.0339084,0.0712406,0.4993504,-0.79,0.482,-288.205,0.7195738,-0.0052627,-0.0389954,-0.6933003,9.02,10.847,-161.751
0.8611115,-0.03413,0.0711172,0.5022593,-0.687,0.436,-288.219,0.7195167,-0.0056778,-0.0393227,-0.6933377,9.02,10.944,-161.75
0.8633254,-0.0342631,0.071139,0.4984321,-0.787,0.495,-288.267,0.7196023,-0.0062474,-0.0397013,-0.6932224,9.002,11.017,-161.783
0.8634564,-0.0345906,0.071284,0.4981617,-0.813,0.457,-288.352,0.7196806,-0.0067147,-0.040151,-0.6931109,8.989,11.095,-161.814
0.8624828,-0.0343108,0.0716568,0.4998115,-0.885,0.451,-288.416,0.7200214,-0.007228,-0.04056,-0.6927278,8.972,11.171,-161.84
0.8613628,-0.0341739,0.0718245,0.5017246,-0.889,0.44,-288.426,0.7199206,-0.007643,-0.0409831,-0.6928033,8.98,11.251,-161.862
0.8619715,-0.0341619,0.072086,0.5006412,-0.935,0.443,-288.329,0.7194967,-0.008189,-0.0414666,-0.6932084,8.971,11.321,-161.874
0.8622062,-0.034294,0.0722284,0.5002075,-0.941,0.428,-288.243,0.7196273,-0.0086501,-0.0417513,-0.6930502,8.953,11.407,-161.888
0.8625722,-0.0342531,0.0722203,0.49958,-0.973,0.485,-288.278,0.71976,-0.009104,-0.0421637,-0.6928816,8.961,11.494,-161.898
0.8624493,-0.0350038,0.0720433,0.4997657,-0.867,0.395,-288.33,0.7199146,-0.009724,-0.0426786,-0.692681,8.956,11.55,-161.935
0.8636993,-0.0355919,0.0715934,0.4976254,-0.772,0.396,-288.24,0.7199983,-0.0102234,-0.0432106,-0.6925538,8.952,11.627,-161.945
0.8631365,-0.0354349,0.0718862,0.4985701,-0.813,0.391,-288.271,0.7197104,-0.0106943,-0.0437096,-0.6928145,8.954,11.695,-161.963
0.8632434,-0.0351423,0.0721688,0.4983648,-0.868,0.418,-288.284,0.7195806,-0.0110887,-0.0440661,-0.6929206,8.958,11.782,-161.977
0.8633981,-0.0348178,0.0723522,0.4980929,-0.921,0.485,-288.291,0.7197137,-0.0116773,-0.0445446,-0.6927421,8.942,11.853,-162.008
0.86361,-0.0349379,0.0721336,0.4977487,-0.874,0.532,-288.224,0.7194937,-0.0121708,-0.0450854,-0.6929271,8.945,11.914,-162.013
0.8639053,-0.034998,0.0721265,0.4972329,-0.886,0.568,-288.238,0.7194714,-0.0126947,-0.0455482,-0.6929106,8.943,11.989,-162.045
0.8634101,-0.0351332,0.0723025,0.4980573,-0.907,0.535,-288.297,0.7196607,-0.0132483,-0.0459749,-0.6926754,8.923,12.055,-162.082
0.8625309,-0.0351286,0.0719733,0.4996262,-0.834,0.568,-288.246,0.7194929,-0.0136627,-0.0464453,-0.6928103,8.915,12.142,-162.112
0.8621407,-0.0349965,0.0715256,0.5003726,-0.732,0.647,-288.22,0.7195163,-0.0141652,-0.046905,-0.6927449,8.912,12.208,-162.136
0.8628302,-0.0349465,0.0714107,0.4992026,-0.741,0.716,-288.178,0.7192833,-0.014533,-0.0472203,-0.6929578,8.908,12.31,-162.158
0.8627349,-0.0349896,0.0710109,0.4994213,-0.63,0.76,-288.143,0.7196045,-0.0151644,-0.0476131,-0.6925838,8.882,12.369,-162.188
0.8619352,-0.0348717,0.0710225,0.5008068,-0.613,0.779,-288.136,0.7194829,-0.0164804,-0.0489483,-0.692587,8.896,12.57,-162.439
0.8624197,-0.0350171,0.0711385,0.4999454,-0.675,0.793,-288.165,0.7194093,-0.0158292,-0.0483381,-0.6927215,8.888,12.556,-162.241
0.8634735,-0.0352613,0.0713203,0.4980799,-0.768,0.794,-288.106,0.7193955,-0.0161177,-0.0486905,-0.6927045,8.888,12.654,-162.263
0.8630841,-0.035433,0.0714085,0.4987296,-0.731,0.763,-288.123,0.719324,-0.0164641,-0.0490895,-0.6927424,8.888,12.739,-162.285
0.8635497,-0.0355868,0.0711663,0.4979467,-0.661,0.783,-288.125,0.7208648,-0.0178693,-0.0501334,-0.6910291,8.927,12.963,-162.523
0.8641996,-0.0356725,0.0707834,0.4968664,-0.571,0.834,-288.152,0.7195308,-0.0170282,-0.0497563,-0.6924664,8.91,12.943,-162.31
0.8656561,-0.0361107,0.0707302,0.4943002,-0.551,0.822,-288.166,0.7194878,-0.0173836,-0.050058,-0.6924806,8.906,13.036,-162.333
0.8652479,-0.036298,0.0712265,0.4949296,-0.628,0.779,-288.19,0.7197788,-0.0178476,-0.050501,-0.692134,8.907,13.116,-162.335
0.865218,-0.0364125,0.0717504,0.4948978,-0.733,0.734,-288.175,0.7202949,-0.0182618,-0.0509071,-0.6915563,8.914,13.203,-162.341
0.8643728,-0.0358894,0.0720447,0.496368,-0.811,0.814,-288.177,0.7199795,-0.018559,-0.0513494,-0.6918441,8.92,13.297,-162.347
0.8643591,-0.0360381,0.072435,0.4963242,-0.863,0.779,-288.164,0.7201783,-0.0190011,-0.0518116,-0.6915907,8.921,13.378,-162.354
0.8649806,-0.0359887,0.0723875,0.4952508,-0.86,0.861,-288.167,0.7205501,-0.0194823,-0.052196,-0.691161,8.922,13.467,-162.349
0.8641271,-0.0361609,0.071989,0.496784,-0.724,0.871,-288.166,0.7202718,-0.0198419,-0.0526037,-0.6914099,8.928,13.552,-162.359
0.8635283,-0.0364043,0.0720517,0.4977973,-0.667,0.844,-288.151,0.720421,-0.0203414,-0.0530215,-0.691208,8.919,13.633,-162.35
0.8637786,-0.0368712,0.0722262,0.4973031,-0.675,0.79,-288.163,0.7201797,-0.020807,-0.0534783,-0.6914104,8.916,13.704,-162.359
0.8634139,-0.0367248,0.0725099,0.4979057,-0.757,0.838,-288.052,0.720362,-0.0212851,-0.0539083,-0.6911725,8.919,13.783,-162.355
0.8655067,-0.0369375,0.0723077,0.4942725,-0.809,0.892,-287.98,0.7201935,-0.0215846,-0.0542798,-0.6913098,8.918,13.872,-162.354
0.8643786,-0.0371388,0.0721073,0.4962568,-0.691,0.857,-288.009,0.7200386,-0.0220398,-0.054781,-0.6914172,8.922,13.942,-162.361
0.8644308,-0.0376698,0.0721906,0.4961137,-0.628,0.772,-288.081,0.720368,-0.0224875,-0.0550153,-0.691041,8.916,14.036,-162.381
0.864224,-0.0383167,0.0723566,0.4964003,-0.574,0.664,-288.133,0.7201941,-0.0229285,-0.0554064,-0.6911765,8.91,14.113,-162.407
0.8629054,-0.0383941,0.0725099,0.4986607,-0.56,0.635,-288.17,0.7198676,-0.0232643,-0.0557849,-0.6914748,8.907,14.199,-162.426
0.8645678,-0.0387573,0.0722478,0.4957829,-0.547,0.657,-288.166,0.7197385,-0.0236461,-0.0561987,-0.6915627,8.914,14.284,-162.45
0.8652912,-0.038965,0.0719189,0.4945509,-0.496,0.695,-288.145,0.720011,-0.024096,-0.056593,-0.6912313,8.91,14.374,-162.484
0.8639007,-0.0388001,0.0720092,0.4969757,-0.484,0.691,-288.157,0.7198714,-0.0245112,-0.0569386,-0.6913337,8.897,14.46,-162.509
0.8640704,-0.0385519,0.0721394,0.496681,-0.532,0.749,-288.133,0.7196864,-0.0248376,-0.0571906,-0.6914939,8.893,14.567,-162.522
0.864859,-0.0386493,0.0723655,0.495266,-0.58,0.75,-288.164,0.7195618,-0.0252572,-0.0575075,-0.6915821,8.888,14.666,-162.539
0.8643739,-0.039061,0.0728205,0.4960133,-0.589,0.66,-288.358,0.7193434,-0.0256906,-0.0579306,-0.691758,8.883,14.755,-162.565
0.8638387,-0.0383611,0.073072,0.4969624,-0.712,0.787,-288.458,0.7190306,-0.0260907,-0.0581259,-0.6920518,8.862,14.865,-162.568
0.8641613,-0.0382847,0.0730356,0.4964124,-0.745,0.85,-288.484,0.7187425,-0.0263646,-0.0586324,-0.6922979,8.885,14.958,-162.568
0.8661782,-0.0381708,0.0725016,0.4929724,-0.73,1.008,-288.392,0.7185827,-0.0267418,-0.0590222,-0.6924162,8.883,15.063,-162.563
0.8662854,-0.038221,0.0723421,0.4928036,-0.679,1.038,-288.306,0.7187142,-0.0270135,-0.0593603,-0.6922402,8.896,15.169,-162.548
0.8649155,-0.0376948,0.0728472,0.4951701,-0.769,1.079,-288.369,0.7187504,-0.0273388,-0.0596473,-0.6921652,8.899,15.281,-162.524
0.8646363,-0.0378868,0.0735398,0.4955408,-0.886,1,-288.45,0.7183219,-0.0276846,-0.0599735,-0.692568,8.899,15.376,-162.518
0.8644178,-0.0386931,0.073903,0.4958055,-0.875,0.839,-288.508,0.7182963,-0.0280834,-0.0605015,-0.6925325,8.91,15.463,-162.506
0.864174,-0.0388858,0.0739065,0.4962147,-0.843,0.826,-288.515,0.718087,-0.0283352,-0.0608644,-0.6927075,8.923,15.563,-162.502
0.8636167,-0.0390458,0.0737865,0.4971892,-0.76,0.808,-288.525,0.7178648,-0.0287416,-0.0613252,-0.6928805,8.932,15.647,-162.483
0.8636997,-0.039066,0.0738961,0.4970272,-0.777,0.814,-288.45,0.7176494,-0.0289879,-0.0615999,-0.6930689,8.934,15.756,-162.477
0.8644753,-0.0396168,0.0736569,0.4956688,-0.694,0.785,-288.321,0.7175658,-0.0293603,-0.0622213,-0.6930843,8.954,15.834,-162.46
0.864173,-0.0399834,0.0737542,0.4961519,-0.639,0.728,-288.241,0.7175652,-0.0297177,-0.0624791,-0.6930465,8.958,15.939,-162.451
0.8640791,-0.0400976,0.0743908,0.4962112,-0.743,0.676,-288.346,0.7173555,-0.0301542,-0.0628226,-0.6932136,8.947,16.041,-162.45
0.8636408,-0.04057,0.0746013,0.4969037,-0.747,0.573,-288.445,0.7173097,-0.0305492,-0.0632836,-0.6932018,8.946,16.126,-162.47
0.8634555,-0.0413381,0.0743357,0.4972022,-0.624,0.483,-288.466,0.717318,-0.0309892,-0.0638,-0.6931264,8.952,16.218,-162.479
0.8633904,-0.041475,0.0740453,0.4973471,-0.517,0.501,-288.432,0.7171045,-0.0313524,-0.0641946,-0.6932945,8.961,16.311,-162.478
0.8631174,-0.0407587,0.0741997,0.4978569,-0.588,0.635,-288.348,0.7173768,-0.0319274,-0.0645437,-0.692954,8.943,16.411,-162.472
0.8646269,-0.0409349,0.0740328,0.4952411,-0.592,0.674,-288.306,0.7168618,-0.0321487,-0.0648073,-0.693452,8.937,16.523,-162.49
0.865996,-0.0409828,0.0740277,0.4928399,-0.664,0.731,-288.333,0.7167218,-0.0326455,-0.065189,-0.6935377,8.928,16.623,-162.501
0.8666168,-0.0418719,0.073883,0.4916945,-0.591,0.63,-288.349,0.7168199,-0.0330733,-0.0656197,-0.6933754,8.93,16.708,-162.528
0.8642483,-0.0415883,0.0742846,0.4958095,-0.618,0.62,-288.529,0.7165667,-0.0334559,-0.0660223,-0.6935805,8.919,16.812,-162.563
0.8636428,-0.0413146,0.074273,0.4968881,-0.595,0.659,-288.526,0.716402,-0.0336731,-0.0663014,-0.6937135,8.926,16.913,-162.584
0.864985,-0.0410845,0.0743581,0.4945543,-0.699,0.738,-288.478,0.7163701,-0.0342224,-0.0666761,-0.6936837,8.915,16.998,-162.614
0.8641824,-0.0409356,0.0743031,0.4959759,-0.646,0.753,-288.407,0.716186,-0.0346438,-0.066879,-0.6938332,8.892,17.094,-162.652
0.8644221,-0.0410034,0.0745213,0.4955197,-0.683,0.755,-288.358,0.7160661,-0.035086,-0.0672042,-0.6939033,8.876,17.186,-162.684
0.8645734,-0.041279,0.0742501,0.4952735,-0.606,0.757,-288.305,0.7157773,-0.035475,-0.0675733,-0.6941457,8.876,17.267,-162.715
0.8646188,-0.0416247,0.0742384,0.495167,-0.587,0.735,-288.331,0.7157594,-0.0359112,-0.068007,-0.6940994,8.875,17.354,-162.761
0.8645316,-0.0418891,0.0742763,0.4952912,-0.571,0.712,-288.361,0.7157623,-0.0363799,-0.0683771,-0.6940356,8.858,17.436,-162.801
0.8637248,-0.041893,0.0747564,0.4966245,-0.64,0.698,-288.391,0.7160706,-0.0368182,-0.0688558,-0.693647,8.865,17.523,-162.83
0.8611727,-0.0409464,0.075076,0.5010674,-0.662,0.805,-288.354,0.7160139,-0.0373047,-0.0691731,-0.693648,8.856,17.61,-162.842
0.8621844,-0.0410079,0.0748131,0.499359,-0.611,0.848,-288.255,0.7162391,-0.0377936,-0.0695025,-0.693356,8.842,17.706,-162.858
0.8624479,-0.0410217,0.0748633,0.4988951,-0.645,0.878,-288.282,0.7162112,-0.0381981,-0.0698854,-0.6933242,8.837,17.8,-162.889
0.8628732,-0.0412173,0.0749583,0.4981287,-0.674,0.9,-288.347,0.716149,-0.0386748,-0.0704855,-0.6933013,8.851,17.874,-162.898
0.8635746,-0.0419382,0.0747431,0.4968839,-0.604,0.859,-288.335,0.7163807,-0.0390938,-0.0710042,-0.6929854,8.861,17.958,-162.899
0.8644393,-0.0423408,0.0747238,0.4953467,-0.606,0.86,-288.308,0.7163993,-0.039444,-0.0714279,-0.6929028,8.864,18.064,-162.898
0.8624967,-0.0420018,0.075231,0.4986737,-0.635,0.836,-288.296,0.7162244,-0.0398484,-0.0717509,-0.693027,8.861,18.154,-162.888
0.8632679,-0.0423197,0.07505,0.4973381,-0.585,0.823,-288.244,0.7161939,-0.0401711,-0.0721435,-0.6929992,8.869,18.256,-162.898
0.863623,-0.0426275,0.0750426,0.4966959,-0.567,0.804,-288.188,0.7160887,-0.0404609,-0.0726203,-0.6930412,8.888,18.344,-162.89
0.8646677,-0.0431454,0.0747787,0.4948701,-0.479,0.778,-288.255,0.7161439,-0.04088,-0.0730588,-0.6929135,8.896,18.43,-162.907
0.8653332,-0.0436717,0.0745443,0.4936947,-0.411,0.72,-288.255,0.715946,-0.0411335,-0.0733924,-0.6930678,8.905,18.526,-162.905
0.8636677,-0.04367,0.07513,0.4965143,-0.467,0.661,-288.351,0.7158848,-0.0415389,-0.0738833,-0.6930547,8.905,18.611,-162.941
0.8647095,-0.0437913,0.075027,0.4947027,-0.477,0.693,-288.358,0.7155514,-0.0417535,-0.0742561,-0.6933462,8.914,18.712,-162.949
0.8651193,-0.0436302,0.0748231,0.4940308,-0.476,0.762,-288.343,0.7156658,-0.042195,-0.074625,-0.6931617,8.911,18.8,-162.966
0.8656687,-0.0435358,0.0748325,0.4930744,-0.479,0.809,-288.311,0.7156155,-0.0425284,-0.0748629,-0.6931676,8.905,18.904,-163
0.8656085,-0.0437952,0.0749783,0.493135,-0.448,0.771,-288.329,0.7158742,-0.0430027,-0.0751663,-0.6928383,8.896,19,-163.03
0.8652824,-0.043997,0.075223,0.4936519,-0.473,0.736,-288.423,0.7157842,-0.0434343,-0.0754823,-0.69287,8.88,19.096,-163.084
0.8650498,-0.0436871,0.0751832,0.4940929,-0.508,0.823,-288.463,0.7157472,-0.0438849,-0.0759248,-0.6928315,8.876,19.19,-163.106
0.8646967,-0.0435942,0.0752277,0.4947119,-0.513,0.845,-288.528,0.7156525,-0.0442822,-0.0761284,-0.6928817,8.852,19.3,-163.137
0.8646405,-0.0434983,0.075252,0.494815,-0.533,0.885,-288.491,0.7160021,-0.0448,-0.0765148,-0.6924445,8.841,19.394,-163.154
0.8644791,-0.0434007,0.0753152,0.4950958,-0.542,0.947,-288.453,0.7156683,-0.0452639,-0.0768092,-0.6927268,8.831,19.491,-163.164
0.8646269,-0.0437387,0.0754749,0.4947835,-0.525,0.936,-288.452,0.7156532,-0.0457473,-0.0771376,-0.6926741,8.818,19.594,-163.178
0.8641242,-0.0439456,0.0755979,0.495624,-0.526,0.897,-288.439,0.7157097,-0.0462176,-0.0774683,-0.6925476,8.808,19.685,-163.197
0.8656212,-0.044559,0.0759536,0.4928951,-0.605,0.843,-288.488,0.7156678,-0.0467607,-0.0778744,-0.6925089,8.795,19.778,-163.225
0.8660174,-0.0450164,0.0761954,0.4921196,-0.617,0.752,-288.494,0.7153951,-0.0470644,-0.0781451,-0.6927396,8.79,19.886,-163.225
0.8655771,-0.0451386,0.0757763,0.4929469,-0.496,0.767,-288.469,0.7148764,-0.0474146,-0.0787005,-0.6931881,8.791,19.976,-163.23
0.8648284,-0.0452837,0.0757454,0.4942508,-0.437,0.735,-288.404,0.7147218,-0.047675,-0.0790347,-0.6932916,8.804,20.074,-163.219
0.8642388,-0.0454674,0.0758255,0.495252,-0.376,0.725,-288.358,0.714521,-0.0481237,-0.079492,-0.6934154,8.806,20.167,-163.226
0.8649959,-0.0457911,0.0758303,0.4938978,-0.397,0.724,-288.371,0.7142148,-0.0484499,-0.0799594,-0.6936543,8.815,20.244,-163.238
0.8655689,-0.0463141,0.0758708,0.4928377,-0.393,0.686,-288.414,0.7142821,-0.0489117,-0.0803566,-0.6935067,8.806,20.349,-163.28
0.8654601,-0.0462979,0.0760164,0.4930079,-0.407,0.659,-288.446,0.7142544,-0.049322,-0.080754,-0.69346,8.802,20.428,-163.311
0.8658262,-0.0462639,0.0758128,0.4923993,-0.383,0.694,-288.389,0.7143106,-0.0496857,-0.0812661,-0.6933163,8.805,20.534,-163.336
0.8665547,-0.0464219,0.0757762,0.4911068,-0.365,0.702,-288.375,0.7141126,-0.0500447,-0.081603,-0.6934549,8.799,20.621,-163.361
0.8654479,-0.0460895,0.0759184,0.493064,-0.371,0.753,-288.427,0.7139891,-0.0504032,-0.0819799,-0.6935117,8.799,20.734,-163.379
0.8657746,-0.0464109,0.0756276,0.4925046,-0.294,0.771,-288.459,0.7141012,-0.0509024,-0.0823367,-0.6933174,8.792,20.823,-163.414
0.8660743,-0.046822,0.0756455,0.4919357,-0.299,0.744,-288.52,0.7141621,-0.0513778,-0.0826899,-0.6931776,8.777,20.93,-163.45
0.8647006,-0.0463561,0.0759691,0.4943406,-0.351,0.781,-288.51,0.7140687,-0.0518405,-0.0831054,-0.6931896,8.765,21.016,-163.495
0.8651933,-0.0464711,0.0759775,0.4934657,-0.399,0.808,-288.536,0.7139547,-0.0522205,-0.0834791,-0.6932337,8.76,21.127,-163.531
0.8657076,-0.0463256,0.0764289,0.4925068,-0.494,0.822,-288.496,0.7138457,-0.0526808,-0.0838968,-0.6932607,8.757,21.219,-163.527
0.8652431,-0.046198,0.0765998,0.4933078,-0.489,0.835,-288.461,0.713945,-0.0530129,-0.0841796,-0.6930988,8.756,21.334,-163.529
0.8649568,-0.0460761,0.0770095,0.4937573,-0.581,0.853,-288.475,0.7138668,-0.0534385,-0.0844952,-0.6931083,8.754,21.434,-163.515
0.8633859,-0.0463625,0.077218,0.4964399,-0.523,0.778,-288.495,0.7135068,-0.0537577,-0.0848356,-0.6934127,8.76,21.542,-163.533
0.8629456,-0.0470376,0.0769294,0.4971863,-0.412,0.689,-288.505,0.7133986,-0.054184,-0.0853692,-0.6934253,8.764,21.625,-163.525
0.8626636,-0.0472497,0.0769593,0.4976507,-0.375,0.678,-288.511,0.7135279,-0.0545329,-0.0857981,-0.6932119,8.775,21.725,-163.554
0.864038,-0.0467496,0.0773439,0.4952481,-0.559,0.789,-288.421,0.7135555,-0.0549061,-0.0862602,-0.6930967,8.783,21.813,-163.548
0.8645522,-0.0468794,0.0777262,0.4942778,-0.599,0.746,-288.432,0.7134131,-0.0552426,-0.0866462,-0.6931684,8.782,21.919,-163.574
0.8648459,-0.0468029,0.0778305,0.4937545,-0.642,0.791,-288.454,0.7135979,-0.0556961,-0.0870432,-0.6928922,8.78,22.01,-163.557
0.8643232,-0.0471241,0.0779084,0.4946262,-0.585,0.745,-288.492,0.7133981,-0.0559901,-0.0873356,-0.6930374,8.784,22.126,-163.575
0.8637455,-0.0475324,0.0775563,0.4956505,-0.483,0.722,-288.461,0.713297,-0.0564884,-0.0877999,-0.6930423,8.774,22.209,-163.588
0.863462,-0.0478049,0.0773902,0.4961439,-0.426,0.721,-288.476,0.7133562,-0.0568355,-0.0881834,-0.6929043,8.775,22.314,-163.635
0.8647907,-0.048315,0.0769624,0.4938416,-0.337,0.718,-288.43,0.713139,-0.0573203,-0.088796,-0.6930097,8.774,22.388,-163.66
0.8654823,-0.0483429,0.0768843,0.4926379,-0.353,0.769,-288.427,0.7131489,-0.0576205,-0.0891072,-0.6929346,8.778,22.499,-163.7
0.8659306,-0.0480777,0.0769881,0.4918593,-0.392,0.863,-288.449,0.712838,-0.0581199,-0.0895322,-0.693158,8.757,22.596,-163.733
0.8652192,-0.0481534,0.0767745,0.4931355,-0.294,0.869,-288.409,0.7126639,-0.058392,-0.0897469,-0.6932864,8.752,22.712,-163.768
0.8652781,-0.0483875,0.0766402,0.4930302,-0.259,0.867,-288.412,0.7127605,-0.0589653,-0.0900587,-0.6930981,8.732,22.815,-163.815
0.8643067,-0.0488544,0.0764908,0.4947083,-0.17,0.796,-288.379,0.7127572,-0.0593646,-0.0901637,-0.6930537,8.709,22.927,-163.87
0.8649034,-0.0489031,0.0772074,0.493548,-0.363,0.772,-288.393,0.7124319,-0.0598532,-0.0906487,-0.6932829,8.691,23.014,-163.913
0.8646374,-0.0488369,0.0775432,0.4939679,-0.424,0.766,-288.416,0.7124073,-0.0601638,-0.0909003,-0.6932483,8.684,23.117,-163.977
0.8657638,-0.0490124,0.0769397,0.4920683,-0.295,0.853,-288.353,0.712569,-0.0605738,-0.0912544,-0.6929999,8.687,23.223,-164.014
0.8650824,-0.048852,0.076733,0.4933132,-0.208,0.894,-288.397,0.7122135,-0.0608105,-0.0914258,-0.693322,8.675,23.34,-164.051
0.8647159,-0.0489692,0.0771074,0.4938856,-0.247,0.857,-288.524,0.7122901,-0.0611936,-0.0917558,-0.6931659,8.671,23.451,-164.085
0.8650279,-0.0493524,0.0775055,0.4932382,-0.329,0.787,-288.552,0.7125282,-0.0616125,-0.0919472,-0.6928586,8.66,23.559,-164.143
0.8664592,-0.0493744,0.0780145,0.4906366,-0.52,0.819,-288.563,0.7123302,-0.0619745,-0.0923387,-0.692978,8.657,23.666,-164.161
0.8652815,-0.049086,0.0784431,0.4926714,-0.582,0.825,-288.577,0.7123244,-0.0623805,-0.0927331,-0.6928948,8.65,23.759,-164.198
0.8656457,-0.0486233,0.0785006,0.492068,-0.638,0.957,-288.579,0.712327,-0.0627438,-0.0932331,-0.6927923,8.662,23.855,-164.205
0.865913,-0.0488038,0.0781572,0.4916342,-0.545,0.996,-288.642,0.7122222,-0.0630551,-0.0937864,-0.692797,8.687,23.941,-164.223
0.8651228,-0.048885,0.0778422,0.4930652,-0.407,1.027,-288.636,0.7127192,-0.0635131,-0.0941865,-0.6921895,8.699,24.042,-164.225
0.8656767,-0.0494499,0.0778389,0.4920362,-0.356,0.977,-288.621,0.7126059,-0.0638389,-0.0945494,-0.6922267,8.705,24.144,-164.23
0.8651353,-0.0497171,0.0785623,0.4928459,-0.472,0.89,-288.612,0.7126057,-0.0643335,-0.09508,-0.6921085,8.715,24.223,-164.226
0.8641869,-0.0492136,0.0787207,0.4945322,-0.543,0.986,-288.516,0.7124487,-0.0646969,-0.0955255,-0.6921749,8.719,24.312,-164.234
0.8658626,-0.049543,0.0782764,0.4916301,-0.499,1.025,-288.425,0.7124771,-0.065101,-0.0960338,-0.6920374,8.728,24.398,-164.241
0.865416,-0.0495686,0.0779715,0.4924617,-0.396,1.056,-288.329,0.7126844,-0.0653907,-0.0964258,-0.691742,8.748,24.495,-164.239
0.8638505,-0.0499744,0.0782928,0.4951113,-0.304,0.937,-288.421,0.7128124,-0.0658238,-0.0968187,-0.6915142,8.751,24.591,-164.249
0.8641286,-0.0507147,0.0782298,0.4945603,-0.204,0.846,-288.428,0.712483,-0.0661167,-0.0971524,-0.6917789,8.754,24.684,-164.251
0.8636063,-0.0510627,0.0785638,0.4953831,-0.24,0.784,-288.442,0.7126607,-0.0665891,-0.0975038,-0.691501,8.747,24.779,-164.279
0.8643447,-0.0513985,0.0786464,0.4940458,-0.281,0.759,-288.493,0.712195,-0.0668203,-0.0977506,-0.6919235,8.741,24.892,-164.297
0.8653389,-0.0513391,0.0784036,0.4923472,-0.299,0.856,-288.459,0.7117203,-0.0672053,-0.0982081,-0.6923098,8.727,24.984,-164.312
0.8641957,-0.0509019,0.0785027,0.4943805,-0.308,0.917,-288.492,0.7117335,-0.0675316,-0.0985476,-0.6922162,8.728,25.088,-164.34
0.8638949,-0.0508685,0.0782731,0.4949458,-0.214,0.941,-288.492,0.7117308,-0.0679768,-0.0988246,-0.6921359,8.704,25.203,-164.372
0.8644424,-0.0515827,0.0784815,0.4938818,-0.209,0.817,-288.599,0.7116465,-0.0683405,-0.099136,-0.6921423,8.697,25.309,-164.406
0.8646941,-0.051584,0.0791796,0.4933293,-0.394,0.817,-288.744,0.7113635,-0.0688271,-0.0994047,-0.6923464,8.661,25.423,-164.433
0.8650276,-0.0515682,0.0796203,0.492675,-0.514,0.833,-288.812,0.7113676,-0.0693299,-0.099706,-0.6922487,8.645,25.523,-164.461
0.8662237,-0.0515665,0.0790597,0.4906598,-0.472,0.954,-288.791,0.7112064,-0.069785,-0.1000058,-0.6923254,8.623,25.634,-164.486
0.8669457,-0.0517007,0.078605,0.4894421,-0.41,1.009,-288.729,0.7109056,-0.0699899,-0.100409,-0.6925552,8.631,25.75,-164.513
0.8665551,-0.051493,0.0779628,0.4902577,-0.258,1.122,-288.644,0.7106528,-0.0704363,-0.1007771,-0.6927158,8.617,25.858,-164.52
0.8666622,-0.0514565,0.0781844,0.4900368,-0.295,1.139,-288.669,0.7104105,-0.0707422,-0.1011009,-0.692886,8.615,25.965,-164.518
